Date,Open,High,Low,Close,Volume
2010-05-20,2245.56,2253.04,2203.50,2204.01,946.92M
2010-05-21,2169.58,2243.00,2165.79,2229.04,1.04B
2010-05-24,2220.60,2244.67,2212.37,2213.55,564.86M
2010-05-25,2157.45,2211.94,2140.53,2210.95,804.04M
2010-05-26,2226.24,2257.33,2190.44,2195.88,1.03B
2010-05-27,2244.82,2278.37,2239.72,2277.68,645.62M
2010-05-28,2275.19,2277.10,2241.52,2257.04,650.22M
2010-06-01,2244.79,2277.39,2220.89,2222.33,605.06M
2010-06-02,2234.59,2281.07,2221.07,2281.07,624.62M
2010-06-03,2285.76,2307.47,2274.88,2303.03,585.15M
2010-06-04,2257.05,2278.58,2212.30,2219.17,651.22M
2010-06-07,2226.60,2232.89,2172.25,2173.90,611.15M
2010-06-08,2176.07,2183.10,2139.46,2170.57,732.98M
2010-06-09,2184.78,2208.65,2152.67,2158.85,624.76M
2010-06-10,2188.71,2219.65,2185.98,2218.71,599.25M
2010-06-11,2199.40,2243.60,2196.91,2243.60,479.99M
2010-06-14,2263.66,2278.96,2242.00,2243.96,495.94M
2010-06-15,2256.48,2307.98,2256.44,2305.88,582.19M
2010-06-16,2293.56,2317.75,2290.26,2305.93,499.15M
2010-06-17,2316.59,2318.27,2288.59,2307.16,471.31M
2010-06-18,2308.94,2321.99,2301.48,2309.80,782.92M
2010-06-21,2341.11,2341.11,2277.73,2289.09,503.81M
2010-06-22,2296.83,2313.72,2259.59,2261.80,526.15M
2010-06-23,2264.41,2271.74,2236.99,2254.23,511.84M
2010-06-24,2246.20,2247.42,2213.50,2217.42,576.45M
2010-06-25,2224.73,2240.88,2205.92,2223.48,1.74B
2010-06-28,2227.43,2241.64,2208.37,2220.65,494.23M
2010-06-29,2183.92,2185.30,2122.67,2135.18,814.46M
2010-06-30,2134.03,2153.36,2105.26,2109.24,650.56M
2010-07-01,2110.75,2117.94,2061.14,2101.36,739.37M
2010-07-02,2105.50,2110.66,2077.71,2091.79,492.51M
2010-07-06,2122.28,2136.30,2077.77,2093.88,632.38M
2010-07-07,2099.66,2159.79,2098.11,2159.47,627.45M
2010-07-08,2174.96,2181.30,2150.19,2175.40,585.53M
2010-07-09,2174.20,2196.95,2170.76,2196.45,450.66M
2010-07-12,2194.12,2213.39,2183.52,2198.36,487.94M
2010-07-13,2221.25,2248.16,2212.97,2242.03,645.59M
2010-07-14,2246.99,2260.33,2235.15,2249.84,614.49M
2010-07-15,2247.76,2253.33,2218.92,2249.08,567.69M
2010-07-16,2231.71,2236.66,2177.51,2179.05,711.02M
2010-07-19,2185.81,2201.29,2171.20,2198.23,470.21M
2010-07-20,2165.35,2222.61,2159.95,2222.49,558.77M
2010-07-21,2236.13,2236.37,2183.22,2187.33,636.84M
2010-07-22,2216.04,2251.42,2216.04,2245.89,630.73M
2010-07-23,2234.34,2269.47,2227.50,2269.47,670.31M
2010-07-26,2271.62,2296.43,2262.96,2296.43,577.81M
2010-07-27,2306.62,2307.60,2280.72,2288.25,567.00M
2010-07-28,2284.62,2292.24,2257.76,2264.56,540.55M
2010-07-29,2279.07,2282.94,2228.52,2251.69,669.34M
2010-07-30,2227.29,2264.81,2218.61,2254.70,624.50M
2010-08-02,2283.32,2299.24,2274.27,2295.36,524.82M
2010-08-03,2291.75,2295.03,2272.33,2283.52,515.63M
2010-08-04,2291.09,2305.07,2283.21,2303.57,541.23M
2010-08-05,2291.22,2298.86,2281.68,2293.06,473.76M
2010-08-06,2267.42,2291.15,2253.92,2288.47,512.54M
2010-08-09,2298.81,2309.43,2289.03,2305.69,441.72M
2010-08-10,2280.06,2290.51,2261.50,2277.17,567.32M
2010-08-11,2236.93,2236.93,2204.94,2208.63,641.70M
2010-08-12,2164.64,2197.97,2163.07,2190.27,594.74M
2010-08-13,2183.09,2190.27,2173.48,2173.48,468.63M
2010-08-16,2161.31,2193.84,2155.66,2181.87,459.60M
2010-08-17,2197.09,2225.08,2193.42,2209.44,495.88M
2010-08-18,2205.30,2228.90,2196.11,2215.70,470.37M
2010-08-19,2204.80,2211.73,2168.74,2178.95,616.31M
2010-08-20,2172.26,2182.67,2159.54,2179.76,558.44M
2010-08-23,2188.34,2200.52,2159.44,2159.63,451.39M
2010-08-24,2131.00,2144.20,2113.71,2123.76,588.48M
2010-08-25,2109.15,2148.35,2102.26,2141.54,548.41M
2010-08-26,2148.49,2154.32,2116.82,2118.69,494.23M
2010-08-27,2134.16,2154.99,2099.29,2153.63,574.92M
2010-08-30,2145.76,2154.47,2119.93,2119.97,425.38M
2010-08-31,2109.76,2128.90,2101.52,2114.03,647.20M
2010-09-01,2142.75,2177.50,2141.95,2176.84,574.51M
2010-09-02,2178.99,2200.01,2173.71,2200.01,445.62M
2010-09-03,2227.96,2235.57,2213.56,2233.75,452.45M
2010-09-07,2227.26,2231.28,2206.62,2208.89,475.02M
2010-09-08,2216.07,2237.42,2215.90,2228.87,552.02M
2010-09-09,2251.09,2251.98,2229.80,2236.20,467.17M
2010-09-10,2239.08,2246.60,2229.12,2242.48,455.93M
2010-09-13,2263.80,2289.49,2263.69,2285.71,553.39M
2010-09-14,2281.31,2302.57,2274.57,2289.77,553.84M
2010-09-15,2283.17,2304.60,2276.32,2301.32,555.05M
2010-09-16,2297.51,2304.95,2288.71,2303.25,496.46M
2010-09-17,2318.42,2320.37,2301.82,2315.61,919.35M
2010-09-20,2322.80,2358.90,2317.89,2355.83,547.99M
